calories,carbohydrate,sugar,protein,Cluster,Cluster_Calorias_Promedio,Cluster_Proteinas_Promedio,Cluster_Azucar_Promedio,Cluster_Interpretacion,Cluster_Porcentaje_Total,Cluster_Tipo,Calorias_vs_Promedio_Cluster,Proteinas_vs_Promedio_Cluster,Azucar_vs_Promedio_Cluster
349.19,27.38,12.55,97.89,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-279.8,63.37,7.07
372.27,81.52,3.77,22.74,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-256.72,-11.780000000000005,-1.7100000000000004
1635.46,35.0,9.39,42.13,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1006.47,7.609999999999999,3.91
3.07,45.74,16.77,9.36,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-136.45000000000002,1.129999999999999,2.24
419.28,15.86,0.59,10.0,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-209.71000000000004,-24.520000000000003,-4.890000000000001
531.11,3.21,0.84,56.19,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-97.88,21.669999999999995,-4.640000000000001
185.75,26.67,2.21,22.35,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-443.24,-12.170000000000002,-3.2700000000000005
220.68,4.86,2.98,18.9,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-408.31,-15.620000000000005,-2.5000000000000004
617.84,16.31,4.25,9.59,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-11.149999999999977,-24.930000000000003,-1.2300000000000004
504.2,27.24,0.77,8.58,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-124.79000000000002,-25.940000000000005,-4.710000000000001
128.3,210.77,112.24,13.02,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-11.219999999999999,4.789999999999999,97.71
551.3,126.97,1.51,9.77,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-77.69000000000005,-24.750000000000004,-3.9700000000000006
23.45,17.98,7.1,9.73,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-116.07000000000001,1.5,-7.43
580.33,22.17,3.77,9.22,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-48.65999999999997,-25.300000000000004,-1.7100000000000004
197.11,4.74,18.82,2.55,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,57.59,-5.680000000000001,4.290000000000001
467.47,55.6,2.24,51.15,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-161.51999999999998,16.629999999999995,-3.24
451.79,19.64,4.16,5.37,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-177.2,-29.150000000000002,-1.3200000000000003
268.36,12.29,6.46,78.25,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-360.63,43.73,0.9799999999999995
373.3,113.99,3.05,7.32,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-255.69,-27.200000000000003,-2.4300000000000006
815.86,68.71,0.98,66.9,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,186.87,32.38,-4.5
10.6,64.88,1.62,23.77,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-128.92000000000002,15.54,-12.91
1.56,59.87,6.57,35.0,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-137.96,26.77,-7.959999999999999
246.78,12.58,2.81,23.36,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-382.21000000000004,-11.160000000000004,-2.6700000000000004
801.72,40.78,4.82,44.03,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,172.73000000000002,9.509999999999998,-0.6600000000000001
52.08,75.39,49.53,28.37,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-87.44000000000001,20.14,35.0
748.98,38.66,2.53,32.23,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,119.99000000000001,-2.2900000000000063,-2.9500000000000006
87.04,7.73,84.96,9.45,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-52.480000000000004,1.2199999999999989,70.42999999999999
372.33,11.65,5.53,34.21,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-256.66,-0.3100000000000023,0.04999999999999982
351.61,18.84,10.87,9.62,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-277.38,-24.900000000000006,5.389999999999999
306.9,19.65,10.34,28.37,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-322.09000000000003,-6.150000000000002,4.859999999999999
287.32,10.24,2.32,2.18,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-341.67,-32.34,-3.1600000000000006
212.4,19.2,2.25,23.78,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-416.59000000000003,-10.740000000000002,-3.2300000000000004
296.23,8.84,5.1,0.68,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,156.71,-7.550000000000001,-9.43
902.54,6.5,7.17,41.6,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,273.54999999999995,7.079999999999998,1.6899999999999995
495.13,32.85,4.24,14.21,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-133.86,-20.310000000000002,-1.2400000000000002
565.23,91.95,13.44,3.21,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-63.75999999999999,-31.310000000000002,7.959999999999999
51.87,31.1,4.06,48.65,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-87.65,40.42,-10.469999999999999
101.96,32.47,11.44,3.18,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-37.56000000000002,-5.050000000000001,-3.09
9.52,6.4,8.36,49.57,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-130.0,41.34,-6.17
98.67,1.43,7.73,8.14,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-40.85000000000001,-0.08999999999999986,-6.799999999999999
77.75,21.41,3.51,3.12,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-61.77000000000001,-5.11,-11.02
51.84,77.02,5.09,6.57,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-87.68,-1.6600000000000001,-9.44
478.18,89.41,0.58,9.66,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-150.81,-24.860000000000003,-4.9
192.8,78.29,0.41,1.62,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-436.19,-32.900000000000006,-5.07
1275.23,33.13,8.34,44.23,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,646.24,9.709999999999994,2.8599999999999994
780.48,7.03,2.08,9.93,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,151.49,-24.590000000000003,-3.4000000000000004
74.47,30.82,1.86,4.8,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-65.05000000000001,-3.4300000000000006,-12.67
234.26,9.58,10.0,2.88,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,94.73999999999998,-5.3500000000000005,-4.529999999999999
45.02,8.83,0.8,3.57,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-94.5,-4.66,-13.729999999999999
382.43,62.95,19.81,180.06,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-246.56,145.54,14.329999999999998
818.56,94.81,4.13,2.56,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,189.56999999999994,-31.960000000000004,-1.3500000000000005
368.09,6.7,0.68,8.16,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-260.90000000000003,-26.360000000000003,-4.800000000000001
41.29,4.45,3.04,9.08,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-98.23000000000002,0.8499999999999996,-11.489999999999998
26.14,48.43,1.98,30.48,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-113.38000000000001,22.25,-12.549999999999999
438.66,127.47,3.61,0.07,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,299.14,-8.16,-10.92
131.92,7.94,2.42,3.56,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-7.600000000000023,-4.67,-12.11
236.62,9.67,0.81,9.07,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-392.37,-25.450000000000003,-4.67
68.54,7.55,17.68,0.93,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-70.98,-7.300000000000001,3.1500000000000004
113.12,87.56,16.96,1.55,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-26.400000000000006,-6.680000000000001,2.4300000000000015
544.01,39.29,1.75,2.3,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-84.98000000000002,-32.220000000000006,-3.7300000000000004
200.73,9.04,2.22,4.72,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-428.26,-29.800000000000004,-3.2600000000000002
724.43,5.18,2.1,10.67,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,95.43999999999994,-23.85,-3.3800000000000003
368.49,27.38,13.43,0.63,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,228.97,-7.6000000000000005,-1.0999999999999996
390.39,50.5,1.84,32.66,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-238.60000000000002,-1.8600000000000065,-3.6400000000000006
299.82,40.79,4.36,1.06,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,160.29999999999998,-7.17,-10.169999999999998
105.95,55.8,0.07,7.55,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-523.04,-26.970000000000002,-5.41
541.86,53.39,1.1,8.41,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-87.13,-26.110000000000003,-4.380000000000001
225.36,23.06,7.59,21.57,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-403.63,-12.950000000000003,2.1099999999999994
510.79,48.79,1.87,7.22,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-118.19999999999999,-27.300000000000004,-3.6100000000000003
2029.33,25.08,0.61,54.0,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1400.34,19.479999999999997,-4.87
146.87,76.13,1.65,93.14,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-482.12,58.62,-3.8300000000000005
321.95,1.41,10.76,112.64,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-307.04,78.12,5.279999999999999
1580.48,16.2,8.67,10.55,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,951.49,-23.970000000000002,3.1899999999999995
138.64,17.79,8.52,6.82,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-0.8800000000000239,-1.4100000000000001,-6.01
995.98,54.44,16.15,132.87,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,366.99,98.35,10.669999999999998
1610.06,42.58,0.24,48.54,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,981.0699999999999,14.019999999999996,-5.24
561.72,18.83,11.76,5.69,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-67.26999999999998,-28.830000000000002,6.279999999999999
26.16,32.73,1.32,0.73,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-113.36000000000001,-7.5,-13.209999999999999
1291.46,63.62,8.22,18.86,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,662.47,-15.660000000000004,2.74
813.82,33.77,1.68,1.01,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,184.83000000000004,-33.510000000000005,-3.8000000000000007
542.56,7.52,7.82,40.74,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-86.43000000000006,6.219999999999999,2.34
131.94,1.19,1.89,0.07,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-7.5800000000000125,-8.16,-12.639999999999999
338.77,13.88,1.69,0.24,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,199.24999999999997,-7.99,-12.84
269.46,70.53,6.52,23.25,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-359.53000000000003,-11.270000000000003,1.0399999999999991
332.63,25.69,6.66,1.73,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,193.10999999999999,-6.5,-7.869999999999999
0.54,30.59,10.45,0.36,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-138.98000000000002,-7.87,-4.08
732.96,8.31,0.91,0.68,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,103.97000000000003,-33.84,-4.57
0.59,18.82,58.0,16.44,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-138.93,8.21,43.47
291.89,36.28,63.14,7.02,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,152.36999999999998,-1.2100000000000009,48.61
458.66,7.37,13.37,78.76,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-170.32999999999998,44.24,7.889999999999999
135.07,26.32,4.58,7.11,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-4.450000000000017,-1.12,-9.95
16.87,61.77,5.91,10.32,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-122.65,2.09,-8.62
375.59,15.42,7.6,17.7,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-253.40000000000003,-16.820000000000004,2.119999999999999
288.86,28.63,50.81,7.71,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,149.34,-0.5200000000000005,36.28
721.81,0.19,0.33,19.0,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,92.81999999999994,-15.520000000000003,-5.15
715.14,20.37,3.27,2.47,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,86.14999999999998,-32.050000000000004,-2.2100000000000004
118.71,9.58,3.16,0.69,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-20.810000000000016,-7.540000000000001,-11.37
1056.94,38.09,4.27,46.59,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,427.95000000000005,12.07,-1.2100000000000009
643.87,0.7,35.74,12.96,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,14.879999999999995,-21.560000000000002,30.26
100.39,9.66,24.37,16.97,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-39.13000000000001,8.739999999999998,9.840000000000002
1271.9,50.13,16.8,19.44,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,642.9100000000001,-15.080000000000002,11.32
343.96,23.79,58.88,0.41,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,204.43999999999997,-7.82,44.35
0.8,12.26,1.33,6.21,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-138.72,-2.0200000000000005,-13.2
481.88,12.74,1.34,51.9,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-147.11,17.379999999999995,-4.140000000000001
640.65,8.32,2.04,53.64,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,11.659999999999968,19.119999999999997,-3.4400000000000004
66.03,22.47,4.94,1.78,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-73.49000000000001,-6.45,-9.59
15.79,11.89,5.08,3.75,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-123.73000000000002,-4.48,-9.45
716.84,15.12,4.17,2.25,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,87.85000000000002,-32.27,-1.3100000000000005
261.88,0.58,12.87,1.76,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,122.35999999999999,-6.470000000000001,-1.6600000000000001
988.66,102.72,3.2,17.35,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,359.66999999999996,-17.17,-2.2800000000000002
156.0,20.96,10.28,77.39,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-472.99,42.87,4.799999999999999
178.95,22.59,4.04,7.04,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,39.42999999999998,-1.1900000000000004,-10.489999999999998
11.57,20.55,0.5,0.02,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-127.95000000000002,-8.21,-14.03
339.38,5.75,10.19,363.36,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-289.61,328.84000000000003,4.709999999999999
147.24,9.72,0.94,54.0,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-481.75,19.479999999999997,-4.540000000000001
1428.47,19.25,0.13,31.58,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,799.48,-2.940000000000005,-5.3500000000000005
73.3,7.73,3.95,36.47,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-66.22000000000001,28.24,-10.579999999999998
975.9,10.81,3.04,60.25,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,346.90999999999997,25.729999999999997,-2.4400000000000004
249.33,69.42,7.91,11.29,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-379.65999999999997,-23.230000000000004,2.4299999999999997
389.31,138.05,7.81,7.94,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-239.68,-26.580000000000002,2.329999999999999
484.65,60.94,1.05,4.45,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-144.34000000000003,-30.070000000000004,-4.430000000000001
278.35,22.25,1.51,17.9,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-350.64,-16.620000000000005,-3.9700000000000006
56.91,107.12,1.91,0.8,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-82.61000000000001,-7.430000000000001,-12.62
498.56,5.96,2.08,15.44,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-130.43,-19.080000000000005,-3.4000000000000004
32.92,170.88,52.05,6.27,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-106.60000000000001,-1.9600000000000009,37.519999999999996
1348.4,152.24,0.15,2.56,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,719.4100000000001,-31.960000000000004,-5.33
891.11,15.2,1.5,286.97,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,262.12,252.45000000000002,-3.9800000000000004
1694.81,41.54,10.96,32.72,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,1065.82,-1.8000000000000043,5.48
92.44,29.29,2.6,27.19,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-536.55,-7.330000000000002,-2.8800000000000003
85.29,46.39,2.78,5.08,1,139.52,8.23,14.53,"Recetas Ligeras: Bajo contenido calórico y proteico, alto en azúcar, ideales para postres y snacks",39.4,Ligeras,-54.230000000000004,-3.1500000000000004,-11.75
628.49,20.86,0.33,17.74,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-0.5,-16.780000000000005,-5.15
112.46,15.54,4.33,26.1,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-516.53,-8.420000000000002,-1.1500000000000004
582.49,12.17,0.13,9.3,0,628.99,34.52,5.48,"Recetas Sustanciosas: Alto contenido calórico y proteico, ideales para comidas principales",60.6,Sustanciosas,-46.5,-25.220000000000002,-5.3500000000000005
